worker_id,worker_name,worker_profession,worker_experience,worker_rating,worker_number,worker_address,Latitude,Longitude
BD-0481,Rohit Sharma,Welder,13.0,4.9,9079958147,"Becon Ganj, Kanpur",26.424759,80.405087
BD-0482,Gaurav Sharma,Flooring Installer,14.0,3.7,9386153825,"Barra 1, Kanpur",26.456017,80.389873
BD-0483,Arjun Sharma,Carpenter,1.0,4.0,9038080753,"Naubasta, Kanpur",26.400756,80.36699
BD-0484,Rohit Mishra,Electrician,16.0,3.9,9163642035,"Dada Nagar, Kanpur",26.430155,80.251424
BD-0485,Arjun Pal,Welder,22.0,3.9,9613770904,"Indira Nagar, Kanpur",26.426129,80.27053
BD-0486,Ajay Singh,Civil Engineer,15.0,4.0,9414277547,"Panki, Kanpur",26.40202,80.2691
BD-0487,Naresh Khan,Civil Engineer,16.0,4.6,9467922446,"Mandhana, Kanpur",26.380115,80.2994
BD-0488,Rahul Singh,HVAC Technician,18.0,4.0,9822246683,"Barra 5, Kanpur",26.49509,80.362715
BD-0489,Amit Sharma,Handyman,6.0,4.0,9656184239,"Barra 1, Kanpur",26.421398,80.365892
BD-0490,Deepak Maurya,Architect,16.0,4.2,9061815031,"Vishnupuri, Kanpur",26.447984,80.37739
BD-0491,Deepak Tripathi,Handyman,20.0,4.1,9222468363,"Harjinder Nagar, Kanpur",26.385618,80.363544
BD-0492,Ajay Srivastava,Roofer,13.0,4.2,9428340682,"Barra 2, Kanpur",26.512359,80.257011
BD-0493,Gaurav Pandey,Painter,20.0,4.9,9469491565,"Fazal Ganj, Kanpur",26.444084,80.353664
BD-0494,Ankit Sharma,Electrician,6.0,4.6,9762939156,"Barra 8, Kanpur",26.417063,80.254596
BD-0495,Imran Gupta,General Contractor,16.0,3.8,9140558296,"Indira Nagar, Kanpur",26.410967,80.38167
BD-0496,Ankit Mishra,Flooring Installer,6.0,3.6,9678922951,"Vishnupuri, Kanpur",26.480155,80.382627
BD-0497,Amit Tiwari,Structural Engineer,12.0,3.9,9443391449,"Vishnupuri, Kanpur",26.414403,80.301695
BD-0498,Salman Sharma,Painter,10.0,4.8,9830921968,"Jajmau, Kanpur",26.434142,80.278443
BD-0499,Arjun Khan,Carpenter,18.0,4.4,9445385272,"Kidwai Nagar, Kanpur",26.462385,80.388849
BD-0500,Naresh Gupta,HVAC Technician,2.0,3.7,9510635656,"Barra 2, Kanpur",26.435812,80.264018
BD-0501,Arjun Gupta,Glazier,19.0,3.8,9052917195,"Sarvodaya Nagar, Kanpur",26.399103,80.263875
BD-0502,Amit Singh,HVAC Technician,8.0,3.9,9677451783,"Moti Jheel, Kanpur",26.468596,80.372204
BD-0503,Vijay Pandey,Architect,8.0,4.6,9459617450,"Harsh Nagar, Kanpur",26.471229,80.377989
BD-0504,Arjun Gupta,Glazier,9.0,5.0,9180891243,"Arya Nagar, Kanpur",26.493935,80.354534
BD-0505,Gaurav Gupta,Handyman,14.0,4.3,9026271194,"Moti Jheel, Kanpur",26.418612,80.359641
BD-0506,Sandeep Gupta,Handyman,12.0,4.1,9889686960,"Barra 5, Kanpur",26.391247,80.272538
BD-0507,Ankit Srivastava,HVAC Technician,6.0,4.2,9324475679,"Becon Ganj, Kanpur",26.484177,80.334842
BD-0508,Rohit Singh,Carpenter,4.0,4.9,9041362872,"Ratan Lal Nagar, Kanpur",26.392563,80.392971
BD-0509,Rahul Khan,Mason,17.0,4.5,9807052392,"Ratan Lal Nagar, Kanpur",26.506475,80.303463
BD-0510,Amit Mishra,Civil Engineer,14.0,4.8,9087754720,"Swaroop Nagar, Kanpur",26.481256,80.294578
BD-0511,Ajay Pandey,Drywaller,7.0,4.1,9282728510,"Tilak Nagar, Kanpur",26.463123,80.405876
BD-0512,Deepak Srivastava,HVAC Technician,5.0,4.7,9637244921,"Indira Nagar, Kanpur",26.408031,80.374713
BD-0513,Imran Maurya,Drywaller,21.0,4.0,9933679983,"Dada Nagar, Kanpur",26.392794,80.374158
BD-0514,Salman Srivastava,Tiler,19.0,3.8,9565461141,"Arya Nagar, Kanpur",26.460289,80.33532
BD-0515,Ajay Tiwari,Roofer,3.0,4.9,9332463497,"Barra 6, Kanpur",26.463357,80.409371
BD-0516,Arjun Verma,Tiler,19.0,4.7,9031975104,"Panki, Kanpur",26.451572,80.335739
BD-0517,Nikhil Yadav,Structural Engineer,17.0,4.0,9564287815,"Lajpat Nagar, Kanpur",26.458079,80.262663
BD-0518,Ankit Mishra,Drywaller,22.0,4.7,9371023187,"G.T. Road, Kanpur",26.503998,80.304788
BD-0519,Ravi Khan,Construction Laborer,2.0,4.3,9817270220,"Ratan Lal Nagar, Kanpur",26.385453,80.320982
BD-0520,Manoj Verma,Plumber,4.0,4.7,9750583481,"Tilak Nagar, Kanpur",26.498512,80.302006
BD-0521,Prakash Tripathi,Plumber,22.0,4.2,9918725198,"Barra 8, Kanpur",26.466035,80.302761
BD-0522,Amit Srivastava,Mason,21.0,4.0,9584255697,"Barra 6, Kanpur",26.506781,80.399219
BD-0523,Amit Yadav,Plumber,13.0,4.8,9159098185,"Mandhana, Kanpur",26.483836,80.299464
BD-0524,Ravi Srivastava,Handyman,14.0,4.7,9502838103,"Darshan Purwa, Kanpur",26.454224,80.296064
BD-0525,Naresh Srivastava,HVAC Technician,2.0,3.8,9372716464,"Swaroop Nagar, Kanpur",26.383932,80.252986
BD-0526,Rohit Sharma,Electrician,3.0,4.8,9274885835,"Mall Road, Kanpur",26.46912,80.409171
BD-0527,Sandeep Pandey,Tiler,9.0,4.6,9490385151,"Jajmau, Kanpur",26.401195,80.397269
BD-0528,Prakash Tiwari,Flooring Installer,2.0,4.0,9465723915,"Tilak Nagar, Kanpur",26.400415,80.374231
BD-0529,Naresh Sharma,Drywaller,19.0,4.0,9131310704,"Chunni Ganj, Kanpur",26.46314,80.353278
BD-0530,Ravi Pal,Carpenter,18.0,3.7,9782014724,"Swaroop Nagar, Kanpur",26.446465,80.413495
BD-0531,Nikhil Sharma,Mason,13.0,4.4,9843417881,"Barra 3, Kanpur",26.506445,80.362618
BD-0532,Ajay Pal,Structural Engineer,11.0,4.9,9352429437,"Govind Nagar, Kanpur",26.447056,80.291402
BD-0533,Ankit Verma,Roofer,3.0,4.2,9255332158,"Harsh Nagar, Kanpur",26.506833,80.305821
BD-0534,Nikhil Khan,General Contractor,16.0,4.3,9413638941,"Nayaganj, Kanpur",26.421157,80.338395
BD-0535,Amit Tripathi,Flooring Installer,7.0,4.0,9805053235,"Naubasta, Kanpur",26.389417,80.415254
BD-0536,Rahul Yadav,Flooring Installer,1.0,4.1,9899959046,"Barra 1, Kanpur",26.44025,80.337383
BD-0537,Vikas Maurya,Flooring Installer,21.0,3.8,9294005184,"Tilak Nagar, Kanpur",26.473452,80.339523
BD-0538,Arjun Verma,HVAC Technician,15.0,5.0,9420019690,"General Ganj, Kanpur",26.470514,80.388084
BD-0539,Rohit Mishra,Tiler,19.0,4.1,9501306385,"Lajpat Nagar, Kanpur",26.475994,80.250077
BD-0540,Ankit Mishra,Roofer,10.0,5.0,9216074636,"Birhana Road, Kanpur",26.383527,80.389939
BD-0541,Deepak Tiwari,Civil Engineer,15.0,5.0,9642080046,"Bhauti, Kanpur",26.482824,80.395233
BD-0542,Naresh Tiwari,Construction Laborer,9.0,4.6,9957269936,"Ashok Nagar, Kanpur",26.411851,80.311174
BD-0543,Manoj Mishra,Structural Engineer,13.0,4.9,9227476142,"Jajmau, Kanpur",26.401271,80.274528
BD-0544,Vijay Yadav,Painter,6.0,3.8,9505704336,"Barra 5, Kanpur",26.402255,80.280067
BD-0545,Vijay Mishra,Drywaller,7.0,4.5,9124527388,"Mall Road, Kanpur",26.501068,80.322877
BD-0546,Arjun Maurya,Structural Engineer,21.0,4.1,9746274902,"Yashoda Nagar, Kanpur",26.397876,80.364593
BD-0547,Imran Yadav,Painter,5.0,4.7,9075127168,"Tilak Nagar, Kanpur",26.382409,80.296034
BD-0548,Vijay Gupta,Carpenter,14.0,4.8,9183370775,"Barra 5, Kanpur",26.448081,80.302743
BD-0549,Deepak Singh,Drywaller,5.0,4.6,9508603345,"Mandhana, Kanpur",26.486605,80.291185
BD-0550,Amit Yadav,Glazier,22.0,4.3,9844082568,"Civil Lines, Kanpur",26.386458,80.35069
BD-0551,Ajay Tiwari,HVAC Technician,4.0,3.7,9604089726,"Azad Nagar, Kanpur",26.493239,80.415703
BD-0552,Imran Pandey,Tiler,6.0,3.8,9966169106,"Sarvodaya Nagar, Kanpur",26.433791,80.284067
BD-0553,Imran Gupta,Drywaller,18.0,4.4,9863675596,"Pandu Nagar, Kanpur",26.403787,80.307347
BD-0554,Rohit Pal,Mason,4.0,4.6,9104107052,"Swaroop Nagar, Kanpur",26.449851,80.377493
BD-0555,Salman Mishra,Landscaper,16.0,4.0,9589046449,"Barra 6, Kanpur",26.458406,80.300444
BD-0556,Arjun Verma,Civil Engineer,10.0,4.0,9509663732,"Armapur Estate, Kanpur",26.433125,80.320477
BD-0557,Vikas Pandey,Mason,9.0,4.8,9993377313,"Lajpat Nagar, Kanpur",26.382899,80.2597
BD-0558,Salman Sharma,Mason,22.0,4.0,9647650645,"Barra 7, Kanpur",26.465997,80.411461
BD-0559,Arjun Tripathi,General Contractor,22.0,4.2,9069046257,"Harsh Nagar, Kanpur",26.476216,80.3774
BD-0560,Gaurav Khan,Mason,17.0,4.0,9045513527,"Kalpi Road, Kanpur",26.388687,80.297738
BD-0561,Manoj Sharma,Painter,19.0,4.0,9127234799,"Dada Nagar, Kanpur",26.479455,80.251718
BD-0562,Nikhil Srivastava,Architect,18.0,3.8,9297297818,"Barra 7, Kanpur",26.515088,80.340187
BD-0563,Rohit Mishra,Mason,22.0,4.7,9489771580,"Harsh Nagar, Kanpur",26.459185,80.376955
BD-0564,Vijay Sharma,Electrician,22.0,4.7,9093579385,"Bhauti, Kanpur",26.487337,80.381976
BD-0565,Naresh Singh,Architect,12.0,4.3,9283151097,"Bhauti, Kanpur",26.420948,80.371845
BD-0566,Vijay Pandey,Drywaller,11.0,4.4,9423181513,"G.T. Road, Kanpur",26.417539,80.357518
BD-0567,Rahul Singh,General Contractor,9.0,3.6,9717038810,"Nawabganj, Kanpur",26.413913,80.281493
BD-0568,Prakash Srivastava,Carpenter,8.0,4.6,9450561400,"Barra 1, Kanpur",26.394935,80.415813
BD-0569,Rahul Pal,Structural Engineer,11.0,4.1,9888696673,"Bithoor, Kanpur",26.415488,80.298633
BD-0570,Prakash Khan,Landscaper,2.0,4.1,9650494205,"Mandhana, Kanpur",26.397783,80.268567
BD-0571,Manoj Sharma,Tiler,3.0,3.8,9959848601,"Azad Nagar, Kanpur",26.458299,80.407931
BD-0572,Naresh Khan,Structural Engineer,9.0,4.6,9932465058,"Kidwai Nagar, Kanpur",26.454982,80.280425
BD-0573,Rohit Tripathi,Plumber,14.0,4.2,9095132962,"Lajpat Nagar, Kanpur",26.421804,80.395944
BD-0574,Arjun Singh,HVAC Technician,22.0,3.6,9313543874,"Nayaganj, Kanpur",26.506195,80.389233
BD-0575,Manoj Yadav,Welder,5.0,4.5,9130793639,"Bhauti, Kanpur",26.416904,80.360362
BD-0576,Salman Tripathi,General Contractor,4.0,4.0,9281092189,"Shyam Nagar, Kanpur",26.503797,80.392148
BD-0577,Rohit Tiwari,General Contractor,7.0,4.7,9535963852,"Pandu Nagar, Kanpur",26.444497,80.261234
BD-0578,Ravi Yadav,Landscaper,9.0,4.6,9388799285,"Barra 6, Kanpur",26.460852,80.296734
BD-0579,Rahul Pal,Construction Laborer,12.0,4.2,9228996746,"Lajpat Nagar, Kanpur",26.48933,80.354009
BD-0580,Manoj Maurya,HVAC Technician,18.0,4.3,9992557114,"Armapur Estate, Kanpur",26.404673,80.298217
BD-0581,Amit Pal,Flooring Installer,20.0,4.5,9384005683,"Bhauti, Kanpur",26.50436,80.267165
BD-0582,Sandeep Verma,Handyman,11.0,3.8,9093500826,"Barra 8, Kanpur",26.382786,80.353755
BD-0583,Ankit Tripathi,Roofer,1.0,4.8,9072654102,"Eldeco Colony, Kanpur",26.474542,80.397613
BD-0584,Ravi Srivastava,Construction Laborer,22.0,4.3,9302888116,"Govind Nagar, Kanpur",26.408377,80.40949
BD-0585,Vikas Pandey,Handyman,21.0,4.2,9647713095,"Chunni Ganj, Kanpur",26.467379,80.270719
BD-0586,Salman Yadav,Mason,6.0,4.6,9378498110,"Nayaganj, Kanpur",26.466678,80.316843
BD-0587,Ravi Srivastava,Roofer,6.0,3.9,9289431279,"Mandhana, Kanpur",26.40471,80.332303
BD-0588,Ankit Tiwari,Painter,4.0,4.4,9803313914,"Jajmau, Kanpur",26.467998,80.336852
BD-0589,Arjun Khan,Carpenter,13.0,4.3,9451750825,"Harsh Nagar, Kanpur",26.464315,80.284314
BD-0590,Imran Verma,Structural Engineer,6.0,4.5,9015120901,"Barra 1, Kanpur",26.41779,80.379284
BD-0591,Naresh Khan,Tiler,22.0,4.4,9963407064,"Moti Jheel, Kanpur",26.402385,80.384238
BD-0592,Amit Khan,Handyman,15.0,4.6,9115299350,"Jawahar Nagar, Kanpur",26.500645,80.338182
BD-0593,Ravi Yadav,Landscaper,22.0,3.9,9934001144,"Kalpi Road, Kanpur",26.468253,80.342216
BD-0594,Amit Sharma,HVAC Technician,22.0,4.7,9476205932,"Bithoor, Kanpur",26.49661,80.329929
BD-0595,Sandeep Yadav,Handyman,16.0,4.5,9958345865,"Govind Nagar, Kanpur",26.482396,80.323676
BD-0596,Manoj Srivastava,Electrician,7.0,4.3,9439476469,"Barra 1, Kanpur",26.450934,80.412434
BD-0597,Amit Srivastava,Landscaper,4.0,4.0,9520374017,"Armapur Estate, Kanpur",26.497666,80.334118
BD-0598,Ravi Sharma,Roofer,4.0,4.6,9387659771,"Barra 8, Kanpur",26.496241,80.254296
BD-0599,Sandeep Yadav,Painter,7.0,4.7,9384805957,"Jawahar Nagar, Kanpur",26.465088,80.366233
BD-0600,Ajay Verma,Electrician,17.0,5.0,9673082681,"Kidwai Nagar, Kanpur",26.401942,80.416384
BD-0601,Gaurav Mishra,Carpenter,21.0,4.4,9577785902,"Vishnupuri, Kanpur",26.44286,80.389216
BD-0602,Ankit Singh,Painter,21.0,4.4,9730937155,"Vikas Nagar, Kanpur",26.463755,80.337449
BD-0603,Nikhil Tiwari,Handyman,10.0,4.8,9388381475,"Armapur Estate, Kanpur",26.390625,80.31848
BD-0604,Vikas Sharma,Plumber,12.0,4.7,9476052263,"Panki, Kanpur",26.454368,80.372108
BD-0605,Rohit Mishra,Construction Laborer,13.0,4.0,9823586950,"Ashok Nagar, Kanpur",26.47937,80.270098
BD-0606,Nikhil Sharma,Plumber,9.0,4.2,9252258639,"Mall Road, Kanpur",26.448616,80.406818
BD-0607,Manoj Gupta,Structural Engineer,19.0,4.4,9777718273,"Armapur Estate, Kanpur",26.462418,80.268198
BD-0608,Ajay Pal,Roofer,20.0,4.2,9812133206,"Nawabganj, Kanpur",26.496538,80.266277
BD-0609,Salman Tiwari,Architect,3.0,4.5,9875443856,"Arya Nagar, Kanpur",26.495732,80.375143
BD-0610,Rahul Pal,Painter,11.0,4.5,9182136307,"Barra 1, Kanpur",26.473547,80.327072
BD-0611,Imran Pandey,Drywaller,8.0,4.0,9817637247,"Panki, Kanpur",26.447616,80.402574
BD-0612,Rahul Yadav,Civil Engineer,5.0,4.4,9636949485,"Arya Nagar, Kanpur",26.429845,80.250745
BD-0613,Rahul Gupta,Flooring Installer,5.0,4.2,9511802047,"Barra 5, Kanpur",26.494955,80.39844
BD-0614,Gaurav Maurya,Construction Laborer,21.0,4.7,9847340830,"Darshan Purwa, Kanpur",26.412786,80.269554
BD-0615,Deepak Singh,Drywaller,7.0,4.7,9670373197,"Barra 6, Kanpur",26.43248,80.337312
BD-0616,Arjun Yadav,Plumber,17.0,3.7,9690623322,"Azad Nagar, Kanpur",26.448371,80.2502
BD-0617,Prakash Mishra,Construction Laborer,7.0,3.9,9657656454,"Barra 6, Kanpur",26.512655,80.30239
BD-0618,Vikas Verma,Plumber,9.0,4.8,9718188816,"Saket Nagar, Kanpur",26.460274,80.416196
BD-0619,Ankit Gupta,Plumber,7.0,4.3,9241684781,"Kalyanpur, Kanpur",26.392281,80.263466
BD-0620,Manoj Mishra,Civil Engineer,16.0,4.1,9162684243,"Ratan Lal Nagar, Kanpur",26.383992,80.374993
BD-0621,Imran Sharma,Civil Engineer,1.0,4.7,9397940768,"Sarvodaya Nagar, Kanpur",26.426794,80.383982
BD-0622,Deepak Mishra,Landscaper,2.0,4.3,9404763513,"Azad Nagar, Kanpur",26.466481,80.316466
BD-0623,Sandeep Singh,General Contractor,15.0,4.7,9964239153,"Pandu Nagar, Kanpur",26.408184,80.282069
BD-0624,Sandeep Mishra,Landscaper,17.0,4.6,9557795394,"Saket Nagar, Kanpur",26.511172,80.342759
BD-0625,Gaurav Mishra,Construction Laborer,20.0,4.3,9926455166,"Barra 4, Kanpur",26.499473,80.408938
BD-0626,Nikhil Sharma,General Contractor,14.0,4.8,9648769245,"Tilak Nagar, Kanpur",26.425149,80.367602
BD-0627,Rahul Maurya,Plumber,11.0,4.0,9628559052,"Birhana Road, Kanpur",26.438811,80.388798
BD-0628,Ajay Srivastava,Flooring Installer,5.0,3.9,9030397101,"Barra 8, Kanpur",26.430418,80.300185
BD-0629,Deepak Tripathi,Civil Engineer,11.0,4.3,9845557045,"Naubasta, Kanpur",26.456202,80.386717
BD-0630,Manoj Pal,Plumber,1.0,4.1,9192628355,"Bithoor, Kanpur",26.485646,80.305187
BD-0631,Amit Khan,General Contractor,17.0,4.0,9454808044,"Civil Lines, Kanpur",26.466052,80.391177
BD-0632,Sandeep Srivastava,Painter,3.0,3.7,9539864029,"Vikas Nagar, Kanpur",26.38591,80.259934
BD-0633,Sandeep Tiwari,Mason,12.0,4.8,9636876832,"Eldeco Colony, Kanpur",26.437119,80.32933
BD-0634,Prakash Pandey,Architect,9.0,4.9,9990185814,"Becon Ganj, Kanpur",26.390653,80.344082
BD-0635,Ravi Verma,Handyman,14.0,4.3,9914600079,"Barra 2, Kanpur",26.410712,80.260622
BD-0636,Prakash Gupta,Roofer,18.0,4.7,9206563436,"Lajpat Nagar, Kanpur",26.445578,80.391021
BD-0637,Rahul Gupta,Tiler,17.0,4.3,9265143789,"Lajpat Nagar, Kanpur",26.447327,80.264974
BD-0638,Imran Sharma,Flooring Installer,17.0,4.5,9804881812,"Barra 3, Kanpur",26.519148,80.31772
BD-0639,Deepak Yadav,Carpenter,7.0,3.9,9772853157,"Barra 2, Kanpur",26.515134,80.268943
BD-0640,Prakash Pal,Mason,17.0,3.7,9403245204,"Moti Jheel, Kanpur",26.518981,80.37921
BD-0641,Salman Yadav,Landscaper,14.0,4.3,9921389963,"Civil Lines, Kanpur",26.476597,80.267978
BD-0642,Manoj Tripathi,Tiler,19.0,3.7,9136131075,"Kalyanpur, Kanpur",26.440184,80.286417
BD-0643,Prakash Singh,Civil Engineer,12.0,4.3,9340983058,"Jawahar Nagar, Kanpur",26.518504,80.384841
BD-0644,Rahul Sharma,Architect,9.0,4.1,9411932476,"Barra 6, Kanpur",26.431882,80.382143
BD-0645,Vijay Srivastava,Mason,4.0,4.7,9734027470,"Barra 5, Kanpur",26.380542,80.295407
BD-0646,Ravi Maurya,Handyman,10.0,4.8,9625611405,"Mall Road, Kanpur",26.439139,80.314171
BD-0647,Nikhil Tripathi,Mason,14.0,4.9,9355866769,"Armapur Estate, Kanpur",26.49712,80.389842
BD-0648,Naresh Mishra,Landscaper,10.0,4.5,9767585033,"Mandhana, Kanpur",26.500295,80.293112
BD-0649,Vikas Pal,Handyman,9.0,3.9,9260757033,"Barra 1, Kanpur",26.409622,80.384878
BD-0650,Salman Pal,Flooring Installer,20.0,4.7,9194869418,"Ashok Nagar, Kanpur",26.505579,80.417258
BD-0651,Rohit Gupta,Civil Engineer,4.0,4.3,9268795282,"Barra 8, Kanpur",26.515169,80.261904
BD-0652,Vijay Sharma,Civil Engineer,16.0,4.6,9003922370,"Fazal Ganj, Kanpur",26.431435,80.394028
BD-0653,Ajay Gupta,Mason,16.0,4.5,9668883367,"Bhauti, Kanpur",26.489993,80.359639
BD-0654,Rahul Srivastava,Glazier,3.0,4.2,9907820379,"Barra 2, Kanpur",26.468027,80.366279
BD-0655,Ravi Tiwari,Construction Laborer,17.0,4.1,9193410083,"Harjinder Nagar, Kanpur",26.384828,80.265121
BD-0656,Ravi Yadav,Painter,1.0,4.5,9230543817,"Govind Nagar, Kanpur",26.389032,80.351283
BD-0657,Arjun Tripathi,Roofer,7.0,4.5,9784184349,"Tilak Nagar, Kanpur",26.459197,80.386903
BD-0658,Naresh Srivastava,Carpenter,21.0,4.0,9172777818,"Bhauti, Kanpur",26.484502,80.278798
BD-0659,Rahul Tripathi,HVAC Technician,22.0,4.7,9154673690,"Barra 6, Kanpur",26.508049,80.283239
BD-0660,Rahul Maurya,Structural Engineer,11.0,4.0,9853580787,"Tilak Nagar, Kanpur",26.38543,80.357019
BD-0661,Sandeep Srivastava,Architect,17.0,4.4,9316583450,"Naubasta, Kanpur",26.475821,80.318818
BD-0662,Vikas Singh,Mason,13.0,3.6,9932811088,"Sarvodaya Nagar, Kanpur",26.446002,80.397379
BD-0663,Sandeep Singh,Landscaper,8.0,4.3,9304911794,"Ratan Lal Nagar, Kanpur",26.465768,80.33772
BD-0664,Naresh Mishra,Welder,16.0,4.2,9916291058,"Nayaganj, Kanpur",26.470321,80.360923
BD-0665,Ravi Khan,Painter,5.0,3.9,9404829124,"Ashok Nagar, Kanpur",26.418645,80.2807
BD-0666,Arjun Gupta,Carpenter,7.0,4.6,9222045016,"Bhauti, Kanpur",26.428498,80.252773
BD-0667,Ajay Maurya,Handyman,19.0,4.0,9690371112,"Bhauti, Kanpur",26.489723,80.279041
BD-0668,Naresh Khan,Structural Engineer,18.0,4.1,9727003367,"Shastri Nagar, Kanpur",26.383873,80.323578
BD-0669,Manoj Pal,Tiler,14.0,3.8,9576757510,"Moti Jheel, Kanpur",26.43286,80.36951
BD-0670,Ravi Tripathi,Landscaper,3.0,3.9,9948720375,"Tilak Nagar, Kanpur",26.466542,80.396464
BD-0671,Imran Tripathi,Roofer,9.0,4.2,9907193513,"Vikas Nagar, Kanpur",26.406268,80.377615
BD-0672,Salman Gupta,Structural Engineer,9.0,3.9,9471731300,"Barra 4, Kanpur",26.46908,80.328292
BD-0673,Gaurav Yadav,Civil Engineer,15.0,3.7,9258960191,"Dada Nagar, Kanpur",26.48115,80.324412
BD-0674,Rahul Gupta,Flooring Installer,2.0,4.2,9563086757,"Kalpi Road, Kanpur",26.516443,80.275769
BD-0675,Ravi Mishra,Civil Engineer,16.0,4.9,9063941892,"Becon Ganj, Kanpur",26.466809,80.412905
BD-0676,Ravi Maurya,Tiler,3.0,4.2,9335448018,"Barra 2, Kanpur",26.435165,80.295249
BD-0677,Sandeep Khan,Painter,10.0,4.0,9452112029,"Lajpat Nagar, Kanpur",26.399727,80.324813
BD-0678,Amit Verma,HVAC Technician,22.0,4.2,9227138194,"Ratan Lal Nagar, Kanpur",26.438791,80.27955
BD-0679,Deepak Maurya,Roofer,5.0,4.4,9965046668,"Tilak Nagar, Kanpur",26.398782,80.361906
BD-0680,Rohit Pandey,Architect,20.0,4.5,9515806554,"Chunni Ganj, Kanpur",26.424138,80.340364
BD-0681,Ravi Singh,Drywaller,21.0,4.6,9192233505,"Juhi, Kanpur",26.396816,80.336399
BD-0682,Arjun Yadav,Glazier,18.0,5.0,9268690439,"Shastri Nagar, Kanpur",26.463845,80.28305
BD-0683,Ankit Verma,Glazier,22.0,4.5,9999921727,"Indira Nagar, Kanpur",26.470371,80.413687
BD-0684,Manoj Khan,Architect,1.0,3.9,9881756394,"Barra 3, Kanpur",26.394146,80.391297
BD-0685,Gaurav Srivastava,Construction Laborer,12.0,4.9,9788389369,"Barra 5, Kanpur",26.399713,80.376065
BD-0686,Imran Tiwari,Architect,4.0,4.8,9875027284,"Ashok Nagar, Kanpur",26.385866,80.292559
BD-0687,Sandeep Maurya,Tiler,8.0,3.7,9303757936,"Fazal Ganj, Kanpur",26.40073,80.391353
BD-0688,Prakash Tiwari,Painter,16.0,4.8,9118588708,"Barra 7, Kanpur",26.472264,80.298244
BD-0689,Sandeep Mishra,Structural Engineer,7.0,3.7,9625644615,"Barra 8, Kanpur",26.47353,80.361133
BD-0690,Gaurav Gupta,Construction Laborer,8.0,4.0,9512372773,"Govind Nagar, Kanpur",26.429705,80.366365
BD-0691,Gaurav Pal,Plumber,18.0,3.6,9406993302,"Barra 7, Kanpur",26.400998,80.376049
BD-0692,Nikhil Gupta,Tiler,20.0,4.8,9956592224,"Bithoor, Kanpur",26.42685,80.286736
BD-0693,Gaurav Srivastava,Electrician,11.0,4.8,9014498437,"Harsh Nagar, Kanpur",26.496165,80.358786
BD-0694,Vijay Sharma,Handyman,6.0,4.0,9121470658,"Eldeco Colony, Kanpur",26.468478,80.398381
BD-0695,Ankit Gupta,Landscaper,19.0,3.8,9487898282,"Mall Road, Kanpur",26.390319,80.25482
BD-0696,Manoj Pandey,Painter,8.0,4.8,9021030050,"Moti Jheel, Kanpur",26.505348,80.414261
BD-0697,Deepak Maurya,Landscaper,14.0,4.2,9414983005,"Lajpat Nagar, Kanpur",26.384089,80.346509
BD-0698,Deepak Tiwari,Architect,10.0,4.2,9774643343,"Chakeri, Kanpur",26.480509,80.251658
BD-0699,Arjun Mishra,Plumber,16.0,4.4,9931407628,"Barra 5, Kanpur",26.433948,80.336374
BD-0700,Prakash Singh,Architect,16.0,3.8,9105544325,"Shyam Nagar, Kanpur",26.410912,80.302914
BD-0701,Prakash Tripathi,Roofer,6.0,4.5,9981604541,"Panki, Kanpur",26.388273,80.276027
BD-0702,Manoj Singh,Landscaper,7.0,3.9,9516237509,"Eldeco Colony, Kanpur",26.49494,80.344477
BD-0703,Rahul Singh,Flooring Installer,19.0,4.0,9901367975,"Moti Jheel, Kanpur",26.486029,80.367794
BD-0704,Rahul Singh,Structural Engineer,8.0,4.0,9939109408,"Panki, Kanpur",26.454916,80.272156
BD-0705,Ajay Khan,Drywaller,9.0,4.0,9822815535,"Barra 2, Kanpur",26.415983,80.273718
BD-0706,Ajay Singh,HVAC Technician,7.0,4.0,9007323822,"Barra 6, Kanpur",26.405835,80.375217
BD-0707,Imran Tiwari,Handyman,2.0,3.7,9679077463,"Dada Nagar, Kanpur",26.407432,80.383493
BD-0708,Manoj Sharma,Tiler,11.0,3.9,9915244964,"General Ganj, Kanpur",26.409559,80.340277
BD-0709,Vikas Verma,Roofer,13.0,4.7,9585716786,"Barra 3, Kanpur",26.519417,80.39031
BD-0710,Amit Khan,Flooring Installer,5.0,5.0,9150356655,"G.T. Road, Kanpur",26.395471,80.400375
BD-0711,Naresh Pal,Tiler,21.0,4.2,9807690327,"Jawahar Nagar, Kanpur",26.492406,80.37538
BD-0712,Rahul Singh,Civil Engineer,3.0,4.6,9289093965,"Moti Jheel, Kanpur",26.452525,80.344423
BD-0713,Naresh Srivastava,Landscaper,20.0,4.1,9918000412,"Mall Road, Kanpur",26.421121,80.307517
BD-0714,Vikas Tripathi,Landscaper,11.0,4.9,9121904822,"Bhauti, Kanpur",26.434819,80.373754
BD-0715,Amit Pandey,Carpenter,14.0,4.7,9523147586,"Ganga Barrage, Kanpur",26.472215,80.3618
BD-0716,Nikhil Yadav,General Contractor,20.0,4.0,9386779085,"Mall Road, Kanpur",26.482524,80.349418
BD-0717,Salman Khan,Handyman,5.0,4.5,9726080539,"Bhauti, Kanpur",26.487769,80.321237
BD-0718,Ankit Maurya,Carpenter,9.0,3.8,9977514264,"Barra 1, Kanpur",26.487901,80.377423
